showSelected1	ymin	ymax	xmin	xmax
12	0	0	0.55	1.45
12	0	0	1.55	2.45
12	0	0	2.55	3.45
12	0	3	3.55	4.45
12	0	0	4.55	5.45
12	0	1	5.55	6.45
12	0	0	6.55	7.45
12	0	0	7.55	8.45
13	0	0	0.55	1.45
13	0	0	1.55	2.45
13	0	0	2.55	3.45
13	0	3	3.55	4.45
13	0	1	4.55	5.45
13	0	1	5.55	6.45
13	0	0	6.55	7.45
13	0	0	7.55	8.45
14	0	0	0.55	1.45
14	0	0	1.55	2.45
14	0	0	2.55	3.45
14	0	3	3.55	4.45
14	0	2	4.55	5.45
14	0	1	5.55	6.45
14	0	0	6.55	7.45
14	0	0	7.55	8.45
15	0	0	0.55	1.45
15	0	0	1.55	2.45
15	0	0	2.55	3.45
15	0	4	3.55	4.45
15	0	2	4.55	5.45
15	0	1	5.55	6.45
15	0	0	6.55	7.45
15	0	0	7.55	8.45
16	0	0	0.55	1.45
16	0	0	1.55	2.45
16	0	0	2.55	3.45
16	0	4	3.55	4.45
16	0	3	4.55	5.45
16	0	1	5.55	6.45
16	0	0	6.55	7.45
16	0	0	7.55	8.45
17	0	0	0.55	1.45
17	0	1	1.55	2.45
17	0	0	2.55	3.45
17	0	4	3.55	4.45
17	0	3	4.55	5.45
17	0	1	5.55	6.45
17	0	0	6.55	7.45
17	0	0	7.55	8.45
18	0	0	0.55	1.45
18	0	1	1.55	2.45
18	0	1	2.55	3.45
18	0	4	3.55	4.45
18	0	3	4.55	5.45
18	0	1	5.55	6.45
18	0	0	6.55	7.45
18	0	0	7.55	8.45
19	0	0	0.55	1.45
19	0	1	1.55	2.45
19	0	2	2.55	3.45
19	0	4	3.55	4.45
19	0	3	4.55	5.45
19	0	1	5.55	6.45
19	0	0	6.55	7.45
19	0	0	7.55	8.45
20	0	0	0.55	1.45
20	0	1	1.55	2.45
20	0	2	2.55	3.45
20	0	4	3.55	4.45
20	0	4	4.55	5.45
20	0	1	5.55	6.45
20	0	0	6.55	7.45
20	0	0	7.55	8.45
21	0	0	0.55	1.45
21	0	1	1.55	2.45
21	0	3	2.55	3.45
21	0	4	3.55	4.45
21	0	4	4.55	5.45
21	0	1	5.55	6.45
21	0	0	6.55	7.45
21	0	0	7.55	8.45
22	0	0	0.55	1.45
22	0	1	1.55	2.45
22	0	3	2.55	3.45
22	0	4	3.55	4.45
22	0	4	4.55	5.45
22	0	2	5.55	6.45
22	0	0	6.55	7.45
22	0	0	7.55	8.45
23	0	0	0.55	1.45
23	0	1	1.55	2.45
23	0	3	2.55	3.45
23	0	5	3.55	4.45
23	0	4	4.55	5.45
23	0	2	5.55	6.45
23	0	0	6.55	7.45
23	0	0	7.55	8.45
24	0	0	0.55	1.45
24	0	1	1.55	2.45
24	0	3	2.55	3.45
24	0	5	3.55	4.45
24	0	5	4.55	5.45
24	0	2	5.55	6.45
24	0	0	6.55	7.45
24	0	0	7.55	8.45
25	0	0	0.55	1.45
25	0	1	1.55	2.45
25	0	3	2.55	3.45
25	0	6	3.55	4.45
25	0	5	4.55	5.45
25	0	2	5.55	6.45
25	0	0	6.55	7.45
25	0	0	7.55	8.45
26	0	0	0.55	1.45
26	0	1	1.55	2.45
26	0	3	2.55	3.45
26	0	6	3.55	4.45
26	0	6	4.55	5.45
26	0	2	5.55	6.45
26	0	0	6.55	7.45
26	0	0	7.55	8.45
27	0	0	0.55	1.45
27	0	1	1.55	2.45
27	0	3	2.55	3.45
27	0	6	3.55	4.45
27	0	7	4.55	5.45
27	0	2	5.55	6.45
27	0	0	6.55	7.45
27	0	0	7.55	8.45
28	0	0	0.55	1.45
28	0	1	1.55	2.45
28	0	3	2.55	3.45
28	0	6	3.55	4.45
28	0	7	4.55	5.45
28	0	3	5.55	6.45
28	0	0	6.55	7.45
28	0	0	7.55	8.45
29	0	0	0.55	1.45
29	0	1	1.55	2.45
29	0	3	2.55	3.45
29	0	7	3.55	4.45
29	0	7	4.55	5.45
29	0	3	5.55	6.45
29	0	0	6.55	7.45
29	0	0	7.55	8.45
30	0	0	0.55	1.45
30	0	1	1.55	2.45
30	0	4	2.55	3.45
30	0	7	3.55	4.45
30	0	7	4.55	5.45
30	0	3	5.55	6.45
30	0	0	6.55	7.45
30	0	0	7.55	8.45
31	0	0	0.55	1.45
31	0	1	1.55	2.45
31	0	4	2.55	3.45
31	0	7	3.55	4.45
31	0	8	4.55	5.45
31	0	3	5.55	6.45
31	0	0	6.55	7.45
31	0	0	7.55	8.45
32	0	0	0.55	1.45
32	0	1	1.55	2.45
32	0	4	2.55	3.45
32	0	7	3.55	4.45
32	0	8	4.55	5.45
32	0	4	5.55	6.45
32	0	0	6.55	7.45
32	0	0	7.55	8.45
33	0	0	0.55	1.45
33	0	1	1.55	2.45
33	0	5	2.55	3.45
33	0	7	3.55	4.45
33	0	8	4.55	5.45
33	0	4	5.55	6.45
33	0	0	6.55	7.45
33	0	0	7.55	8.45
34	0	0	0.55	1.45
34	0	1	1.55	2.45
34	0	5	2.55	3.45
34	0	8	3.55	4.45
34	0	8	4.55	5.45
34	0	4	5.55	6.45
34	0	0	6.55	7.45
34	0	0	7.55	8.45
35	0	0	0.55	1.45
35	0	1	1.55	2.45
35	0	6	2.55	3.45
35	0	8	3.55	4.45
35	0	8	4.55	5.45
35	0	4	5.55	6.45
35	0	0	6.55	7.45
35	0	0	7.55	8.45
36	0	0	0.55	1.45
36	0	1	1.55	2.45
36	0	6	2.55	3.45
36	0	9	3.55	4.45
36	0	8	4.55	5.45
36	0	4	5.55	6.45
36	0	0	6.55	7.45
36	0	0	7.55	8.45
37	0	0	0.55	1.45
37	0	1	1.55	2.45
37	0	6	2.55	3.45
37	0	10	3.55	4.45
37	0	8	4.55	5.45
37	0	4	5.55	6.45
37	0	0	6.55	7.45
37	0	0	7.55	8.45
38	0	0	0.55	1.45
38	0	1	1.55	2.45
38	0	6	2.55	3.45
38	0	11	3.55	4.45
38	0	8	4.55	5.45
38	0	4	5.55	6.45
38	0	0	6.55	7.45
38	0	0	7.55	8.45
39	0	0	0.55	1.45
39	0	1	1.55	2.45
39	0	6	2.55	3.45
39	0	12	3.55	4.45
39	0	8	4.55	5.45
39	0	4	5.55	6.45
39	0	0	6.55	7.45
39	0	0	7.55	8.45
40	0	0	0.55	1.45
40	0	2	1.55	2.45
40	0	6	2.55	3.45
40	0	12	3.55	4.45
40	0	8	4.55	5.45
40	0	4	5.55	6.45
40	0	0	6.55	7.45
40	0	0	7.55	8.45
41	0	0	0.55	1.45
41	0	2	1.55	2.45
41	0	6	2.55	3.45
41	0	13	3.55	4.45
41	0	8	4.55	5.45
41	0	4	5.55	6.45
41	0	0	6.55	7.45
41	0	0	7.55	8.45
42	0	0	0.55	1.45
42	0	3	1.55	2.45
42	0	6	2.55	3.45
42	0	13	3.55	4.45
42	0	8	4.55	5.45
42	0	4	5.55	6.45
42	0	0	6.55	7.45
42	0	0	7.55	8.45
43	0	0	0.55	1.45
43	0	3	1.55	2.45
43	0	6	2.55	3.45
43	0	13	3.55	4.45
43	0	8	4.55	5.45
43	0	4	5.55	6.45
43	0	1	6.55	7.45
43	0	0	7.55	8.45
44	0	0	0.55	1.45
44	0	3	1.55	2.45
44	0	7	2.55	3.45
44	0	13	3.55	4.45
44	0	8	4.55	5.45
44	0	4	5.55	6.45
44	0	1	6.55	7.45
44	0	0	7.55	8.45
45	0	0	0.55	1.45
45	0	3	1.55	2.45
45	0	7	2.55	3.45
45	0	13	3.55	4.45
45	0	8	4.55	5.45
45	0	5	5.55	6.45
45	0	1	6.55	7.45
45	0	0	7.55	8.45
46	0	0	0.55	1.45
46	0	3	1.55	2.45
46	0	7	2.55	3.45
46	0	13	3.55	4.45
46	0	8	4.55	5.45
46	0	6	5.55	6.45
46	0	1	6.55	7.45
46	0	0	7.55	8.45
47	0	0	0.55	1.45
47	0	3	1.55	2.45
47	0	7	2.55	3.45
47	0	13	3.55	4.45
47	0	8	4.55	5.45
47	0	7	5.55	6.45
47	0	1	6.55	7.45
47	0	0	7.55	8.45
48	0	0	0.55	1.45
48	0	3	1.55	2.45
48	0	7	2.55	3.45
48	0	14	3.55	4.45
48	0	8	4.55	5.45
48	0	7	5.55	6.45
48	0	1	6.55	7.45
48	0	0	7.55	8.45
49	0	0	0.55	1.45
49	0	3	1.55	2.45
49	0	7	2.55	3.45
49	0	15	3.55	4.45
49	0	8	4.55	5.45
49	0	7	5.55	6.45
49	0	1	6.55	7.45
49	0	0	7.55	8.45
50	0	0	0.55	1.45
50	0	3	1.55	2.45
50	0	7	2.55	3.45
50	0	15	3.55	4.45
50	0	9	4.55	5.45
50	0	7	5.55	6.45
50	0	1	6.55	7.45
50	0	0	7.55	8.45
51	0	0	0.55	1.45
51	0	3	1.55	2.45
51	0	7	2.55	3.45
51	0	15	3.55	4.45
51	0	9	4.55	5.45
51	0	7	5.55	6.45
51	0	2	6.55	7.45
51	0	0	7.55	8.45
52	0	0	0.55	1.45
52	0	3	1.55	2.45
52	0	8	2.55	3.45
52	0	15	3.55	4.45
52	0	9	4.55	5.45
52	0	7	5.55	6.45
52	0	2	6.55	7.45
52	0	0	7.55	8.45
53	0	0	0.55	1.45
53	0	3	1.55	2.45
53	0	8	2.55	3.45
53	0	15	3.55	4.45
53	0	10	4.55	5.45
53	0	7	5.55	6.45
53	0	2	6.55	7.45
53	0	0	7.55	8.45
54	0	0	0.55	1.45
54	0	4	1.55	2.45
54	0	8	2.55	3.45
54	0	15	3.55	4.45
54	0	10	4.55	5.45
54	0	7	5.55	6.45
54	0	2	6.55	7.45
54	0	0	7.55	8.45
55	0	0	0.55	1.45
55	0	4	1.55	2.45
55	0	8	2.55	3.45
55	0	16	3.55	4.45
55	0	10	4.55	5.45
55	0	7	5.55	6.45
55	0	2	6.55	7.45
55	0	0	7.55	8.45
56	0	0	0.55	1.45
56	0	4	1.55	2.45
56	0	8	2.55	3.45
56	0	16	3.55	4.45
56	0	10	4.55	5.45
56	0	8	5.55	6.45
56	0	2	6.55	7.45
56	0	0	7.55	8.45
57	0	0	0.55	1.45
57	0	4	1.55	2.45
57	0	8	2.55	3.45
57	0	17	3.55	4.45
57	0	10	4.55	5.45
57	0	8	5.55	6.45
57	0	2	6.55	7.45
57	0	0	7.55	8.45
58	0	0	0.55	1.45
58	0	4	1.55	2.45
58	0	8	2.55	3.45
58	0	17	3.55	4.45
58	0	10	4.55	5.45
58	0	9	5.55	6.45
58	0	2	6.55	7.45
58	0	0	7.55	8.45
59	0	0	0.55	1.45
59	0	5	1.55	2.45
59	0	8	2.55	3.45
59	0	17	3.55	4.45
59	0	10	4.55	5.45
59	0	9	5.55	6.45
59	0	2	6.55	7.45
59	0	0	7.55	8.45
60	0	0	0.55	1.45
60	0	5	1.55	2.45
60	0	8	2.55	3.45
60	0	17	3.55	4.45
60	0	11	4.55	5.45
60	0	9	5.55	6.45
60	0	2	6.55	7.45
60	0	0	7.55	8.45
61	0	0	0.55	1.45
61	0	5	1.55	2.45
61	0	8	2.55	3.45
61	0	17	3.55	4.45
61	0	12	4.55	5.45
61	0	9	5.55	6.45
61	0	2	6.55	7.45
61	0	0	7.55	8.45
62	0	0	0.55	1.45
62	0	5	1.55	2.45
62	0	8	2.55	3.45
62	0	17	3.55	4.45
62	0	13	4.55	5.45
62	0	9	5.55	6.45
62	0	2	6.55	7.45
62	0	0	7.55	8.45
63	0	0	0.55	1.45
63	0	5	1.55	2.45
63	0	9	2.55	3.45
63	0	17	3.55	4.45
63	0	13	4.55	5.45
63	0	9	5.55	6.45
63	0	2	6.55	7.45
63	0	0	7.55	8.45
64	0	0	0.55	1.45
64	0	5	1.55	2.45
64	0	9	2.55	3.45
64	0	17	3.55	4.45
64	0	14	4.55	5.45
64	0	9	5.55	6.45
64	0	2	6.55	7.45
64	0	0	7.55	8.45
65	0	0	0.55	1.45
65	0	5	1.55	2.45
65	0	9	2.55	3.45
65	0	18	3.55	4.45
65	0	14	4.55	5.45
65	0	9	5.55	6.45
65	0	2	6.55	7.45
65	0	0	7.55	8.45
66	0	0	0.55	1.45
66	0	5	1.55	2.45
66	0	10	2.55	3.45
66	0	18	3.55	4.45
66	0	14	4.55	5.45
66	0	9	5.55	6.45
66	0	2	6.55	7.45
66	0	0	7.55	8.45
67	0	0	0.55	1.45
67	0	5	1.55	2.45
67	0	10	2.55	3.45
67	0	19	3.55	4.45
67	0	14	4.55	5.45
67	0	9	5.55	6.45
67	0	2	6.55	7.45
67	0	0	7.55	8.45
68	0	0	0.55	1.45
68	0	5	1.55	2.45
68	0	11	2.55	3.45
68	0	19	3.55	4.45
68	0	14	4.55	5.45
68	0	9	5.55	6.45
68	0	2	6.55	7.45
68	0	0	7.55	8.45
69	0	0	0.55	1.45
69	0	5	1.55	2.45
69	0	11	2.55	3.45
69	0	20	3.55	4.45
69	0	14	4.55	5.45
69	0	9	5.55	6.45
69	0	2	6.55	7.45
69	0	0	7.55	8.45
70	0	0	0.55	1.45
70	0	5	1.55	2.45
70	0	11	2.55	3.45
70	0	21	3.55	4.45
70	0	14	4.55	5.45
70	0	9	5.55	6.45
70	0	2	6.55	7.45
70	0	0	7.55	8.45
71	0	0	0.55	1.45
71	0	5	1.55	2.45
71	0	12	2.55	3.45
71	0	21	3.55	4.45
71	0	14	4.55	5.45
71	0	9	5.55	6.45
71	0	2	6.55	7.45
71	0	0	7.55	8.45
72	0	0	0.55	1.45
72	0	5	1.55	2.45
72	0	12	2.55	3.45
72	0	22	3.55	4.45
72	0	14	4.55	5.45
72	0	9	5.55	6.45
72	0	2	6.55	7.45
72	0	0	7.55	8.45
73	0	0	0.55	1.45
73	0	5	1.55	2.45
73	0	12	2.55	3.45
73	0	23	3.55	4.45
73	0	14	4.55	5.45
73	0	9	5.55	6.45
73	0	2	6.55	7.45
73	0	0	7.55	8.45
74	0	0	0.55	1.45
74	0	5	1.55	2.45
74	0	12	2.55	3.45
74	0	23	3.55	4.45
74	0	15	4.55	5.45
74	0	9	5.55	6.45
74	0	2	6.55	7.45
74	0	0	7.55	8.45
75	0	0	0.55	1.45
75	0	5	1.55	2.45
75	0	13	2.55	3.45
75	0	23	3.55	4.45
75	0	15	4.55	5.45
75	0	9	5.55	6.45
75	0	2	6.55	7.45
75	0	0	7.55	8.45
76	0	0	0.55	1.45
76	0	5	1.55	2.45
76	0	13	2.55	3.45
76	0	24	3.55	4.45
76	0	15	4.55	5.45
76	0	9	5.55	6.45
76	0	2	6.55	7.45
76	0	0	7.55	8.45
77	0	0	0.55	1.45
77	0	6	1.55	2.45
77	0	13	2.55	3.45
77	0	24	3.55	4.45
77	0	15	4.55	5.45
77	0	9	5.55	6.45
77	0	2	6.55	7.45
77	0	0	7.55	8.45
78	0	0	0.55	1.45
78	0	6	1.55	2.45
78	0	14	2.55	3.45
78	0	24	3.55	4.45
78	0	15	4.55	5.45
78	0	9	5.55	6.45
78	0	2	6.55	7.45
78	0	0	7.55	8.45
79	0	0	0.55	1.45
79	0	6	1.55	2.45
79	0	15	2.55	3.45
79	0	24	3.55	4.45
79	0	15	4.55	5.45
79	0	9	5.55	6.45
79	0	2	6.55	7.45
79	0	0	7.55	8.45
80	0	0	0.55	1.45
80	0	6	1.55	2.45
80	0	15	2.55	3.45
80	0	25	3.55	4.45
80	0	15	4.55	5.45
80	0	9	5.55	6.45
80	0	2	6.55	7.45
80	0	0	7.55	8.45
81	0	0	0.55	1.45
81	0	6	1.55	2.45
81	0	15	2.55	3.45
81	0	25	3.55	4.45
81	0	16	4.55	5.45
81	0	9	5.55	6.45
81	0	2	6.55	7.45
81	0	0	7.55	8.45
82	0	0	0.55	1.45
82	0	6	1.55	2.45
82	0	16	2.55	3.45
82	0	25	3.55	4.45
82	0	16	4.55	5.45
82	0	9	5.55	6.45
82	0	2	6.55	7.45
82	0	0	7.55	8.45
83	0	0	0.55	1.45
83	0	6	1.55	2.45
83	0	16	2.55	3.45
83	0	25	3.55	4.45
83	0	17	4.55	5.45
83	0	9	5.55	6.45
83	0	2	6.55	7.45
83	0	0	7.55	8.45
84	0	0	0.55	1.45
84	0	6	1.55	2.45
84	0	16	2.55	3.45
84	0	26	3.55	4.45
84	0	17	4.55	5.45
84	0	9	5.55	6.45
84	0	2	6.55	7.45
84	0	0	7.55	8.45
85	0	0	0.55	1.45
85	0	6	1.55	2.45
85	0	16	2.55	3.45
85	0	26	3.55	4.45
85	0	17	4.55	5.45
85	0	10	5.55	6.45
85	0	2	6.55	7.45
85	0	0	7.55	8.45
86	0	0	0.55	1.45
86	0	6	1.55	2.45
86	0	16	2.55	3.45
86	0	26	3.55	4.45
86	0	17	4.55	5.45
86	0	10	5.55	6.45
86	0	3	6.55	7.45
86	0	0	7.55	8.45
87	0	0	0.55	1.45
87	0	6	1.55	2.45
87	0	16	2.55	3.45
87	0	26	3.55	4.45
87	0	18	4.55	5.45
87	0	10	5.55	6.45
87	0	3	6.55	7.45
87	0	0	7.55	8.45
88	0	0	0.55	1.45
88	0	6	1.55	2.45
88	0	16	2.55	3.45
88	0	26	3.55	4.45
88	0	19	4.55	5.45
88	0	10	5.55	6.45
88	0	3	6.55	7.45
88	0	0	7.55	8.45
89	0	0	0.55	1.45
89	0	7	1.55	2.45
89	0	16	2.55	3.45
89	0	26	3.55	4.45
89	0	19	4.55	5.45
89	0	10	5.55	6.45
89	0	3	6.55	7.45
89	0	0	7.55	8.45
90	0	0	0.55	1.45
90	0	7	1.55	2.45
90	0	16	2.55	3.45
90	0	27	3.55	4.45
90	0	19	4.55	5.45
90	0	10	5.55	6.45
90	0	3	6.55	7.45
90	0	0	7.55	8.45
91	0	0	0.55	1.45
91	0	7	1.55	2.45
91	0	16	2.55	3.45
91	0	27	3.55	4.45
91	0	20	4.55	5.45
91	0	10	5.55	6.45
91	0	3	6.55	7.45
91	0	0	7.55	8.45
92	0	0	0.55	1.45
92	0	7	1.55	2.45
92	0	17	2.55	3.45
92	0	27	3.55	4.45
92	0	20	4.55	5.45
92	0	10	5.55	6.45
92	0	3	6.55	7.45
92	0	0	7.55	8.45
93	0	0	0.55	1.45
93	0	7	1.55	2.45
93	0	17	2.55	3.45
93	0	28	3.55	4.45
93	0	20	4.55	5.45
93	0	10	5.55	6.45
93	0	3	6.55	7.45
93	0	0	7.55	8.45
94	0	0	0.55	1.45
94	0	7	1.55	2.45
94	0	17	2.55	3.45
94	0	29	3.55	4.45
94	0	20	4.55	5.45
94	0	10	5.55	6.45
94	0	3	6.55	7.45
94	0	0	7.55	8.45
95	0	0	0.55	1.45
95	0	7	1.55	2.45
95	0	17	2.55	3.45
95	0	29	3.55	4.45
95	0	21	4.55	5.45
95	0	10	5.55	6.45
95	0	3	6.55	7.45
95	0	0	7.55	8.45
96	0	0	0.55	1.45
96	0	7	1.55	2.45
96	0	18	2.55	3.45
96	0	29	3.55	4.45
96	0	21	4.55	5.45
96	0	10	5.55	6.45
96	0	3	6.55	7.45
96	0	0	7.55	8.45
97	0	0	0.55	1.45
97	0	7	1.55	2.45
97	0	18	2.55	3.45
97	0	29	3.55	4.45
97	0	21	4.55	5.45
97	0	11	5.55	6.45
97	0	3	6.55	7.45
97	0	0	7.55	8.45
98	0	0	0.55	1.45
98	0	7	1.55	2.45
98	0	18	2.55	3.45
98	0	30	3.55	4.45
98	0	21	4.55	5.45
98	0	11	5.55	6.45
98	0	3	6.55	7.45
98	0	0	7.55	8.45
99	0	0	0.55	1.45
99	0	7	1.55	2.45
99	0	18	2.55	3.45
99	0	30	3.55	4.45
99	0	21	4.55	5.45
99	0	11	5.55	6.45
99	0	4	6.55	7.45
99	0	0	7.55	8.45
100	0	0	0.55	1.45
100	0	8	1.55	2.45
100	0	18	2.55	3.45
100	0	30	3.55	4.45
100	0	21	4.55	5.45
100	0	11	5.55	6.45
100	0	4	6.55	7.45
100	0	0	7.55	8.45
101	0	0	0.55	1.45
101	0	9	1.55	2.45
101	0	18	2.55	3.45
101	0	30	3.55	4.45
101	0	21	4.55	5.45
101	0	11	5.55	6.45
101	0	4	6.55	7.45
101	0	0	7.55	8.45
102	0	0	0.55	1.45
102	0	9	1.55	2.45
102	0	18	2.55	3.45
102	0	30	3.55	4.45
102	0	22	4.55	5.45
102	0	11	5.55	6.45
102	0	4	6.55	7.45
102	0	0	7.55	8.45
103	0	0	0.55	1.45
103	0	9	1.55	2.45
103	0	18	2.55	3.45
103	0	31	3.55	4.45
103	0	22	4.55	5.45
103	0	11	5.55	6.45
103	0	4	6.55	7.45
103	0	0	7.55	8.45
104	0	0	0.55	1.45
104	0	10	1.55	2.45
104	0	18	2.55	3.45
104	0	31	3.55	4.45
104	0	22	4.55	5.45
104	0	11	5.55	6.45
104	0	4	6.55	7.45
104	0	0	7.55	8.45
105	0	0	0.55	1.45
105	0	10	1.55	2.45
105	0	18	2.55	3.45
105	0	32	3.55	4.45
105	0	22	4.55	5.45
105	0	11	5.55	6.45
105	0	4	6.55	7.45
105	0	0	7.55	8.45
106	0	0	0.55	1.45
106	0	10	1.55	2.45
106	0	19	2.55	3.45
106	0	32	3.55	4.45
106	0	22	4.55	5.45
106	0	11	5.55	6.45
106	0	4	6.55	7.45
106	0	0	7.55	8.45
107	0	0	0.55	1.45
107	0	10	1.55	2.45
107	0	19	2.55	3.45
107	0	32	3.55	4.45
107	0	23	4.55	5.45
107	0	11	5.55	6.45
107	0	4	6.55	7.45
107	0	0	7.55	8.45
108	0	0	0.55	1.45
108	0	10	1.55	2.45
108	0	20	2.55	3.45
108	0	32	3.55	4.45
108	0	23	4.55	5.45
108	0	11	5.55	6.45
108	0	4	6.55	7.45
108	0	0	7.55	8.45
109	0	0	0.55	1.45
109	0	10	1.55	2.45
109	0	21	2.55	3.45
109	0	32	3.55	4.45
109	0	23	4.55	5.45
109	0	11	5.55	6.45
109	0	4	6.55	7.45
109	0	0	7.55	8.45
110	0	0	0.55	1.45
110	0	10	1.55	2.45
110	0	22	2.55	3.45
110	0	32	3.55	4.45
110	0	23	4.55	5.45
110	0	11	5.55	6.45
110	0	4	6.55	7.45
110	0	0	7.55	8.45
111	0	0	0.55	1.45
111	0	10	1.55	2.45
111	0	22	2.55	3.45
111	0	32	3.55	4.45
111	0	24	4.55	5.45
111	0	11	5.55	6.45
111	0	4	6.55	7.45
111	0	0	7.55	8.45
112	0	0	0.55	1.45
112	0	10	1.55	2.45
112	0	23	2.55	3.45
112	0	32	3.55	4.45
112	0	24	4.55	5.45
112	0	11	5.55	6.45
112	0	4	6.55	7.45
112	0	0	7.55	8.45
113	0	0	0.55	1.45
113	0	10	1.55	2.45
113	0	24	2.55	3.45
113	0	32	3.55	4.45
113	0	24	4.55	5.45
113	0	11	5.55	6.45
113	0	4	6.55	7.45
113	0	0	7.55	8.45
114	0	1	0.55	1.45
114	0	10	1.55	2.45
114	0	24	2.55	3.45
114	0	32	3.55	4.45
114	0	24	4.55	5.45
114	0	11	5.55	6.45
114	0	4	6.55	7.45
114	0	0	7.55	8.45
115	0	1	0.55	1.45
115	0	10	1.55	2.45
115	0	24	2.55	3.45
115	0	33	3.55	4.45
115	0	24	4.55	5.45
115	0	11	5.55	6.45
115	0	4	6.55	7.45
115	0	0	7.55	8.45
116	0	1	0.55	1.45
116	0	10	1.55	2.45
116	0	25	2.55	3.45
116	0	33	3.55	4.45
116	0	24	4.55	5.45
116	0	11	5.55	6.45
116	0	4	6.55	7.45
116	0	0	7.55	8.45
117	0	1	0.55	1.45
117	0	10	1.55	2.45
117	0	25	2.55	3.45
117	0	34	3.55	4.45
117	0	24	4.55	5.45
117	0	11	5.55	6.45
117	0	4	6.55	7.45
117	0	0	7.55	8.45
118	0	1	0.55	1.45
118	0	10	1.55	2.45
118	0	25	2.55	3.45
118	0	34	3.55	4.45
118	0	25	4.55	5.45
118	0	11	5.55	6.45
118	0	4	6.55	7.45
118	0	0	7.55	8.45
119	0	1	0.55	1.45
119	0	10	1.55	2.45
119	0	25	2.55	3.45
119	0	34	3.55	4.45
119	0	26	4.55	5.45
119	0	11	5.55	6.45
119	0	4	6.55	7.45
119	0	0	7.55	8.45
120	0	1	0.55	1.45
120	0	10	1.55	2.45
120	0	25	2.55	3.45
120	0	34	3.55	4.45
120	0	27	4.55	5.45
120	0	11	5.55	6.45
120	0	4	6.55	7.45
120	0	0	7.55	8.45
121	0	1	0.55	1.45
121	0	10	1.55	2.45
121	0	25	2.55	3.45
121	0	35	3.55	4.45
121	0	27	4.55	5.45
121	0	11	5.55	6.45
121	0	4	6.55	7.45
121	0	0	7.55	8.45
122	0	1	0.55	1.45
122	0	10	1.55	2.45
122	0	25	2.55	3.45
122	0	35	3.55	4.45
122	0	27	4.55	5.45
122	0	12	5.55	6.45
122	0	4	6.55	7.45
122	0	0	7.55	8.45
123	0	1	0.55	1.45
123	0	10	1.55	2.45
123	0	25	2.55	3.45
123	0	35	3.55	4.45
123	0	27	4.55	5.45
123	0	13	5.55	6.45
123	0	4	6.55	7.45
123	0	0	7.55	8.45
124	0	1	0.55	1.45
124	0	10	1.55	2.45
124	0	26	2.55	3.45
124	0	35	3.55	4.45
124	0	27	4.55	5.45
124	0	13	5.55	6.45
124	0	4	6.55	7.45
124	0	0	7.55	8.45
125	0	1	0.55	1.45
125	0	11	1.55	2.45
125	0	26	2.55	3.45
125	0	35	3.55	4.45
